Year,Province,Division,District,VehicleType,Class,Count
2016,Punjab,Bahawalpur,Bahawalpur,Taxis,4WT,3979
2016,Punjab,Bahawalpur,Bahawalpur,Mini Buses/Buses/Flying/Luxury Coaches,BUS,1006
2016,Punjab,Bahawalpur,Bahawalpur,Trucks,HDV,519
2016,Punjab,Bahawalpur,Bahawalpur,Pickups/Delivery Vans,LDV,5246
2016,Punjab,Bahawalpur,Bahawalpur,Tractors,NRV,27764
2016,Punjab,Sargodha,Bhakkar,Motor Cycles/Scooters,2W,114028
2016,Punjab,Sargodha,Bhakkar,Auto Rickshaws,3W,10948
2016,Punjab,Sargodha,Bhakkar,Motor Cars/Jeeps/Station Wagons,4W1,1362
2016,Punjab,Sargodha,Bhakkar,Motor Cars/Jeeps/Station Wagons,4W2,240
2016,Punjab,Sargodha,Bhakkar,Taxis,4WT,68
2016,Punjab,Sargodha,Bhakkar,Mini Buses/Buses/Flying/Luxury Coaches,BUS,204
2016,Punjab,Sargodha,Bhakkar,Trucks,HDV,33
2016,Punjab,Sargodha,Bhakkar,Pickups/Delivery Vans,LDV,400
2016,Punjab,Sargodha,Bhakkar,Tractors,NRV,10382
2016,Punjab,Rawalpindi,Chakwal,Motor Cycles/Scooters,2W,104972
2016,Punjab,Rawalpindi,Chakwal,Auto Rickshaws,3W,12408
2016,Punjab,Rawalpindi,Chakwal,Motor Cars/Jeeps/Station Wagons,4W1,4185
2016,Punjab,Rawalpindi,Chakwal,Motor Cars/Jeeps/Station Wagons,4W2,738
2016,Punjab,Rawalpindi,Chakwal,Taxis,4WT,99
2016,Punjab,Rawalpindi,Chakwal,Mini Buses/Buses/Flying/Luxury Coaches,BUS,164
2016,Punjab,Rawalpindi,Chakwal,Trucks,HDV,168
2016,Punjab,Rawalpindi,Chakwal,Pickups/Delivery Vans,LDV,3644
2016,Punjab,Rawalpindi,Chakwal,Tractors,NRV,8271
2016,Punjab,Faisalabad,Chiniot,Motor Cycles/Scooters,2W,50012
2016,Punjab,Faisalabad,Chiniot,Auto Rickshaws,3W,7179
2016,Punjab,Faisalabad,Chiniot,Motor Cars/Jeeps/Station Wagons,4W1,154
2016,Punjab,Faisalabad,Chiniot,Motor Cars/Jeeps/Station Wagons,4W2,27
2016,Punjab,Faisalabad,Chiniot,Mini Buses/Buses/Flying/Luxury Coaches,BUS,23
2016,Punjab,Faisalabad,Chiniot,Trucks,HDV,43
2016,Punjab,Faisalabad,Chiniot,Pickups/Delivery Vans,LDV,528
2016,Punjab,Faisalabad,Chiniot,Tractors,NRV,1008
2016,Punjab,D.G.Khan,D.G.Khan,Motor Cycles/Scooters,2W,450194
2016,Punjab,D.G.Khan,D.G.Khan,Auto Rickshaws,3W,626
2016,Punjab,D.G.Khan,D.G.Khan,Motor Cars/Jeeps/Station Wagons,4W1,6837
2016,Punjab,D.G.Khan,D.G.Khan,Motor Cars/Jeeps/Station Wagons,4W2,1207
2016,Punjab,D.G.Khan,D.G.Khan,Taxis,4WT,1452
2016,Punjab,D.G.Khan,D.G.Khan,Mini Buses/Buses/Flying/Luxury Coaches,BUS,329
2016,Punjab,D.G.Khan,D.G.Khan,Trucks,HDV,253
2016,Punjab,D.G.Khan,D.G.Khan,Pickups/Delivery Vans,LDV,890
2016,Punjab,D.G.Khan,D.G.Khan,Tractors,NRV,73982
2016,Punjab,Faisalabad,Faisalabad,Motor Cycles/Scooters,2W,1112180
2016,Punjab,Faisalabad,Faisalabad,Auto Rickshaws,3W,24236
2016,Punjab,Faisalabad,Faisalabad,Motor Cars/Jeeps/Station Wagons,4W1,76055
2016,Punjab,Faisalabad,Faisalabad,Motor Cars/Jeeps/Station Wagons,4W2,13422
2016,Punjab,Faisalabad,Faisalabad,Taxis,4WT,4659
2016,Punjab,Faisalabad,Faisalabad,Mini Buses/Buses/Flying/Luxury Coaches,BUS,5736
2016,Punjab,Faisalabad,Faisalabad,Trucks,HDV,4593
2016,Punjab,Faisalabad,Faisalabad,Pickups/Delivery Vans,LDV,11902
2016,Punjab,Faisalabad,Faisalabad,Tractors,NRV,31108
2016,Punjab,Gujranwala,Gujranwala,Motor Cycles/Scooters,2W,712390
2016,Punjab,Gujranwala,Gujranwala,Auto Rickshaws,3W,5037
2016,Punjab,Gujranwala,Gujranwala,Motor Cars/Jeeps/Station Wagons,4W1,22321
2016,Punjab,Gujranwala,Gujranwala,Motor Cars/Jeeps/Station Wagons,4W2,3939
2016,Punjab,Gujranwala,Gujranwala,Taxis,4WT,2103
2016,Punjab,Gujranwala,Gujranwala,Mini Buses/Buses/Flying/Luxury Coaches,BUS,2097
2016,Punjab,Gujranwala,Gujranwala,Trucks,HDV,1446
2016,Punjab,Gujranwala,Gujranwala,Pickups/Delivery Vans,LDV,7665
2016,Punjab,Gujranwala,Gujranwala,Tractors,NRV,32170
2016,Punjab,Gujranwala,Gujrat,Motor Cycles/Scooters,2W,372795
2016,Punjab,Gujranwala,Gujrat,Auto Rickshaws,3W,3659
2016,Punjab,Gujranwala,Gujrat,Motor Cars/Jeeps/Station Wagons,4W1,9302
2016,Punjab,Gujranwala,Gujrat,Motor Cars/Jeeps/Station Wagons,4W2,1642
2016,Punjab,Gujranwala,Gujrat,Taxis,4WT,422
2016,Punjab,Gujranwala,Gujrat,Mini Buses/Buses/Flying/Luxury Coaches,BUS,2168
2016,Punjab,Gujranwala,Gujrat,Trucks,HDV,620
2016,Punjab,Gujranwala,Gujrat,Pickups/Delivery Vans,LDV,2869
2016,Punjab,Gujranwala,Gujrat,Tractors,NRV,20237
2016,Punjab,Gujranwala,Hafizabad,Motor Cycles/Scooters,2W,77969
2016,Punjab,Gujranwala,Hafizabad,Auto Rickshaws,3W,18
2016,Punjab,Gujranwala,Hafizabad,Motor Cars/Jeeps/Station Wagons,4W1,320
2016,Punjab,Gujranwala,Hafizabad,Motor Cars/Jeeps/Station Wagons,4W2,56
2016,Punjab,Gujranwala,Hafizabad,Taxis,4WT,0
2016,Punjab,Gujranwala,Hafizabad,Mini Buses/Buses/Flying/Luxury Coaches,BUS,17
2016,Punjab,Gujranwala,Hafizabad,Trucks,HDV,6
2016,Punjab,Gujranwala,Hafizabad,Pickups/Delivery Vans,LDV,273
2016,Punjab,Gujranwala,Hafizabad,Tractors,NRV,6103
2016,Punjab,Faisalabad,Jhang,Motor Cycles/Scooters,2W,198071
2016,Punjab,Faisalabad,Jhang,Auto Rickshaws,3W,14399
2016,Punjab,Faisalabad,Jhang,Motor Cars/Jeeps/Station Wagons,4W1,3037
2016,Punjab,Faisalabad,Jhang,Motor Cars/Jeeps/Station Wagons,4W2,536
2016,Punjab,Faisalabad,Jhang,Taxis,4WT,131
2016,Punjab,Faisalabad,Jhang,Mini Buses/Buses/Flying/Luxury Coaches,BUS,1332
2016,Punjab,Faisalabad,Jhang,Trucks,HDV,376
2016,Punjab,Faisalabad,Jhang,Pickups/Delivery Vans,LDV,610
2016,Punjab,Faisalabad,Jhang,Tractors,NRV,26926
2016,Punjab,Rawalpindi,Jhelum,Motor Cycles/Scooters,2W,197869
2016,Punjab,Rawalpindi,Jhelum,Auto Rickshaws,3W,15540
2016,Punjab,Rawalpindi,Jhelum,Motor Cars/Jeeps/Station Wagons,4W1,15904
2016,Punjab,Rawalpindi,Jhelum,Motor Cars/Jeeps/Station Wagons,4W2,2806
2016,Punjab,Rawalpindi,Jhelum,Taxis,4WT,234
2016,Punjab,Rawalpindi,Jhelum,Mini Buses/Buses/Flying/Luxury Coaches,BUS,705
2016,Punjab,Rawalpindi,Jhelum,Trucks,HDV,960
2016,Punjab,Rawalpindi,Jhelum,Pickups/Delivery Vans,LDV,8211
2016,Punjab,Rawalpindi,Jhelum,Tractors,NRV,6972
2016,Punjab,Lahore,Kasur,Motor Cycles/Scooters,2W,23515
2016,Punjab,Lahore,Kasur,Auto Rickshaws,3W,1942
2016,Punjab,Lahore,Kasur,Motor Cars/Jeeps/Station Wagons,4W1,782
2016,Punjab,Lahore,Kasur,Motor Cars/Jeeps/Station Wagons,4W2,138
2016,Punjab,Lahore,Kasur,Taxis,4WT,171
2016,Punjab,Lahore,Kasur,Mini Buses/Buses/Flying/Luxury Coaches,BUS,177
2016,Punjab,Lahore,Kasur,Trucks,HDV,174
2016,Punjab,Lahore,Kasur,Pickups/Delivery Vans,LDV,744
2016,Punjab,Lahore,Kasur,Tractors,NRV,32160
2016,Punjab,Multan,Khanewal,Motor Cycles/Scooters,2W,232800
2016,Punjab,Multan,Khanewal,Auto Rickshaws,3W,675
2016,Punjab,Multan,Khanewal,Motor Cars/Jeeps/Station Wagons,4W1,2456
2016,Punjab,Multan,Khanewal,Motor Cars/Jeeps/Station Wagons,4W2,433
2016,Punjab,Multan,Khanewal,Taxis,4WT,516
2016,Punjab,Multan,Khanewal,Mini Buses/Buses/Flying/Luxury Coaches,BUS,82
2016,Punjab,Multan,Khanewal,Trucks,HDV,110
2016,Punjab,Multan,Khanewal,Pickups/Delivery Vans,LDV,281
2016,Punjab,Multan,Khanewal,Tractors,NRV,25309
2016,Punjab,Sargodha,Khushab,Motor Cycles/Scooters,2W,98699
2016,Punjab,Sargodha,Khushab,Auto Rickshaws,3W,8934
2016,Punjab,Sargodha,Khushab,Motor Cars/Jeeps/Station Wagons,4W1,1591
2016,Punjab,Sargodha,Khushab,Motor Cars/Jeeps/Station Wagons,4W2,281
2016,Punjab,Sargodha,Khushab,Taxis,4WT,23
2016,Punjab,Sargodha,Khushab,Mini Buses/Buses/Flying/Luxury Coaches,BUS,369
2016,Punjab,Sargodha,Khushab,Trucks,HDV,262
2016,Punjab,Sargodha,Khushab,Pickups/Delivery Vans,LDV,710
2016,Punjab,Sargodha,Khushab,Tractors,NRV,14466
2016,Punjab,Lahore,Lahore,Motor Cycles/Scooters,2W,3228438
2016,Punjab,Lahore,Lahore,Auto Rickshaws,3W,171818
2016,Punjab,Lahore,Lahore,Motor Cars/Jeeps/Station Wagons,4W1,1063823
2016,Punjab,Lahore,Lahore,Motor Cars/Jeeps/Station Wagons,4W2,187733
2016,Punjab,Lahore,Lahore,Taxis,4WT,17404
2016,Punjab,Lahore,Lahore,Mini Buses/Buses/Flying/Luxury Coaches,BUS,48350
2016,Punjab,Lahore,Lahore,Trucks,HDV,30739
2016,Punjab,Lahore,Lahore,Pickups/Delivery Vans,LDV,100581
2016,Punjab,Lahore,Lahore,Tractors,NRV,50434
2016,Punjab,D.G.Khan,Layyah,Motor Cycles/Scooters,2W,146314
2016,Punjab,D.G.Khan,Layyah,Auto Rickshaws,3W,4585
2016,Punjab,D.G.Khan,Layyah,Motor Cars/Jeeps/Station Wagons,4W1,3398
2016,Punjab,D.G.Khan,Layyah,Motor Cars/Jeeps/Station Wagons,4W2,600
2016,Punjab,D.G.Khan,Layyah,Taxis,4WT,121
2016,Punjab,D.G.Khan,Layyah,Mini Buses/Buses/Flying/Luxury Coaches,BUS,202
2016,Punjab,D.G.Khan,Layyah,Trucks,HDV,47
2016,Punjab,D.G.Khan,Layyah,Pickups/Delivery Vans,LDV,477
2016,Punjab,D.G.Khan,Layyah,Tractors,NRV,14217
2016,Punjab,Multan,Lodhran,Motor Cycles/Scooters,2W,64404
2016,Punjab,Multan,Lodhran,Auto Rickshaws,3W,886
2016,Punjab,Multan,Lodhran,Motor Cars/Jeeps/Station Wagons,4W1,2097
2016,Punjab,Multan,Lodhran,Motor Cars/Jeeps/Station Wagons,4W2,370
2016,Punjab,Multan,Lodhran,Taxis,4WT,110
2016,Punjab,Multan,Lodhran,Mini Buses/Buses/Flying/Luxury Coaches,BUS,31
2016,Punjab,Multan,Lodhran,Trucks,HDV,44
2016,Punjab,Multan,Lodhran,Pickups/Delivery Vans,LDV,141
2016,Punjab,Multan,Lodhran,Tractors,NRV,14302
2016,Punjab,Gujranwala,M.B.Din,Motor Cycles/Scooters,2W,136258
2016,Punjab,Gujranwala,M.B.Din,Auto Rickshaws,3W,1443
2016,Punjab,Gujranwala,M.B.Din,Motor Cars/Jeeps/Station Wagons,4W1,696
2016,Punjab,Gujranwala,M.B.Din,Motor Cars/Jeeps/Station Wagons,4W2,123
2016,Punjab,Gujranwala,M.B.Din,Taxis,4WT,10
2016,Punjab,Gujranwala,M.B.Din,Mini Buses/Buses/Flying/Luxury Coaches,BUS,31
2016,Punjab,Gujranwala,M.B.Din,Trucks,HDV,15
2016,Punjab,Gujranwala,M.B.Din,Pickups/Delivery Vans,LDV,310
2016,Punjab,Gujranwala,M.B.Din,Tractors,NRV,7755
2016,Punjab,Sargodha,Mianwali,Motor Cycles/Scooters,2W,159723
2016,Punjab,Sargodha,Mianwali,Auto Rickshaws,3W,4080
2016,Punjab,Sargodha,Mianwali,Motor Cars/Jeeps/Station Wagons,4W1,2625
2016,Punjab,Sargodha,Mianwali,Motor Cars/Jeeps/Station Wagons,4W2,463
2016,Punjab,Sargodha,Mianwali,Taxis,4WT,225
2016,Punjab,Sargodha,Mianwali,Mini Buses/Buses/Flying/Luxury Coaches,BUS,241
2016,Punjab,Sargodha,Mianwali,Trucks,HDV,1174
2016,Punjab,Sargodha,Mianwali,Pickups/Delivery Vans,LDV,2393
2016,Punjab,Sargodha,Mianwali,Tractors,NRV,10351
2016,Punjab,Multan,Multan,Motor Cycles/Scooters,2W,1108781
2016,Punjab,Multan,Multan,Auto Rickshaws,3W,12170
2016,Punjab,Multan,Multan,Motor Cars/Jeeps/Station Wagons,4W1,137346
2016,Punjab,Multan,Multan,Motor Cars/Jeeps/Station Wagons,4W2,24237
2016,Punjab,Multan,Multan,Taxis,4WT,5856
2016,Punjab,Multan,Multan,Mini Buses/Buses/Flying/Luxury Coaches,BUS,7487
2016,Punjab,Multan,Multan,Trucks,HDV,3460
2016,Punjab,Multan,Multan,Pickups/Delivery Vans,LDV,16856
2016,Punjab,Multan,Multan,Tractors,NRV,49556
2016,Punjab,D.G.Khan,Muzaffargarh,Motor Cycles/Scooters,2W,137400
2016,Punjab,D.G.Khan,Muzaffargarh,Auto Rickshaws,3W,1044
2016,Punjab,D.G.Khan,Muzaffargarh,Motor Cars/Jeeps/Station Wagons,4W1,3761
2016,Punjab,D.G.Khan,Muzaffargarh,Motor Cars/Jeeps/Station Wagons,4W2,664
2016,Punjab,D.G.Khan,Muzaffargarh,Taxis,4WT,129
2016,Punjab,D.G.Khan,Muzaffargarh,Mini Buses/Buses/Flying/Luxury Coaches,BUS,267
2016,Punjab,D.G.Khan,Muzaffargarh,Trucks,HDV,467
2016,Punjab,D.G.Khan,Muzaffargarh,Pickups/Delivery Vans,LDV,395
2016,Punjab,D.G.Khan,Muzaffargarh,Tractors,NRV,21993
2016,Punjab,Lahore,Nankana Sahib,Motor Cycles/Scooters,2W,27095
2016,Punjab,Lahore,Nankana Sahib,Auto Rickshaws,3W,40
2016,Punjab,Lahore,Nankana Sahib,Motor Cars/Jeeps/Station Wagons,4W1,140
2016,Punjab,Lahore,Nankana Sahib,Motor Cars/Jeeps/Station Wagons,4W2,25
2016,Punjab,Lahore,Nankana Sahib,Taxis,4WT,0
2016,Punjab,Lahore,Nankana Sahib,Mini Buses/Buses/Flying/Luxury Coaches,BUS,17
2016,Punjab,Lahore,Nankana Sahib,Trucks,HDV,22
2016,Punjab,Lahore,Nankana Sahib,Pickups/Delivery Vans,LDV,55
2016,Punjab,Lahore,Nankana Sahib,Tractors,NRV,1779
2016,Punjab,Gujranwala,Narowal,Motor Cycles/Scooters,2W,59516
2016,Punjab,Gujranwala,Narowal,Auto Rickshaws,3W,7541
2016,Punjab,Gujranwala,Narowal,Motor Cars/Jeeps/Station Wagons,4W1,207
2016,Punjab,Gujranwala,Narowal,Motor Cars/Jeeps/Station Wagons,4W2,36
2016,Punjab,Gujranwala,Narowal,Taxis,4WT,365
2016,Punjab,Gujranwala,Narowal,Mini Buses/Buses/Flying/Luxury Coaches,BUS,35
2016,Punjab,Gujranwala,Narowal,Trucks,HDV,4
2016,Punjab,Gujranwala,Narowal,Pickups/Delivery Vans,LDV,231
2016,Punjab,Gujranwala,Narowal,Tractors,NRV,9329
2016,Punjab,Sahiwal,Okara,Motor Cycles/Scooters,2W,227667
2016,Punjab,Sahiwal,Okara,Auto Rickshaws,3W,2054
2016,Punjab,Sahiwal,Okara,Motor Cars/Jeeps/Station Wagons,4W1,2953
2016,Punjab,Sahiwal,Okara,Motor Cars/Jeeps/Station Wagons,4W2,521
2016,Punjab,Sahiwal,Okara,Taxis,4WT,0
2016,Punjab,Sahiwal,Okara,Mini Buses/Buses/Flying/Luxury Coaches,BUS,415
2016,Punjab,Sahiwal,Okara,Trucks,HDV,554
2016,Punjab,Sahiwal,Okara,Pickups/Delivery Vans,LDV,373
2016,Punjab,Sahiwal,Okara,Tractors,NRV,25484
2016,Punjab,Sahiwal,Pakpattan,Motor Cycles/Scooters,2W,81268
2016,Punjab,Sahiwal,Pakpattan,Auto Rickshaws,3W,68
2016,Punjab,Sahiwal,Pakpattan,Motor Cars/Jeeps/Station Wagons,4W1,1491
2016,Punjab,Sahiwal,Pakpattan,Motor Cars/Jeeps/Station Wagons,4W2,263
2016,Punjab,Sahiwal,Pakpattan,Taxis,4WT,0
2016,Punjab,Sahiwal,Pakpattan,Mini Buses/Buses/Flying/Luxury Coaches,BUS,256
2016,Punjab,Sahiwal,Pakpattan,Trucks,HDV,27
2016,Punjab,Sahiwal,Pakpattan,Pickups/Delivery Vans,LDV,253
2016,Punjab,Sahiwal,Pakpattan,Tractors,NRV,9943
2016,Punjab,Bahawalpur,R.Y.Khan,Motor Cycles/Scooters,2W,647897
2016,Punjab,Bahawalpur,R.Y.Khan,Auto Rickshaws,3W,285
2016,Punjab,Bahawalpur,R.Y.Khan,Motor Cars/Jeeps/Station Wagons,4W1,14274
2016,Punjab,Bahawalpur,R.Y.Khan,Motor Cars/Jeeps/Station Wagons,4W2,2519
2016,Punjab,Bahawalpur,R.Y.Khan,Taxis,4WT,143
2016,Punjab,Bahawalpur,R.Y.Khan,Mini Buses/Buses/Flying/Luxury Coaches,BUS,1198
2016,Punjab,Bahawalpur,R.Y.Khan,Trucks,HDV,501
2016,Punjab,Bahawalpur,R.Y.Khan,Pickups/Delivery Vans,LDV,4389
2016,Punjab,Bahawalpur,R.Y.Khan,Tractors,NRV,45043
2016,Punjab,D.G.Khan,Rajanpur,Motor Cycles/Scooters,2W,39812
2016,Punjab,D.G.Khan,Rajanpur,Auto Rickshaws,3W,2
2016,Punjab,D.G.Khan,Rajanpur,Motor Cars/Jeeps/Station Wagons,4W1,819
2016,Punjab,D.G.Khan,Rajanpur,Motor Cars/Jeeps/Station Wagons,4W2,145
2016,Punjab,D.G.Khan,Rajanpur,Taxis,4WT,190
2016,Punjab,D.G.Khan,Rajanpur,Mini Buses/Buses/Flying/Luxury Coaches,BUS,53
2016,Punjab,D.G.Khan,Rajanpur,Trucks,HDV,31
2016,Punjab,D.G.Khan,Rajanpur,Pickups/Delivery Vans,LDV,302
2016,Punjab,D.G.Khan,Rajanpur,Tractors,NRV,3266
2016,Punjab,Rawalpindi,Rawalpindi,Motor Cycles/Scooters,2W,691810
2016,Punjab,Rawalpindi,Rawalpindi,Auto Rickshaws,3W,26527
2016,Punjab,Rawalpindi,Rawalpindi,Motor Cars/Jeeps/Station Wagons,4W1,119674
2016,Punjab,Rawalpindi,Rawalpindi,Motor Cars/Jeeps/Station Wagons,4W2,21119
2016,Punjab,Rawalpindi,Rawalpindi,Taxis,4WT,7596
2016,Punjab,Rawalpindi,Rawalpindi,Mini Buses/Buses/Flying/Luxury Coaches,BUS,15223
2016,Punjab,Rawalpindi,Rawalpindi,Trucks,HDV,9879
2016,Punjab,Rawalpindi,Rawalpindi,Pickups/Delivery Vans,LDV,44074
2016,Punjab,Rawalpindi,Rawalpindi,Tractors,NRV,4602
2016,Punjab,Sahiwal,Sahiwal,Motor Cycles/Scooters,2W,337193
2016,Punjab,Sahiwal,Sahiwal,Auto Rickshaws,3W,793
2016,Punjab,Sahiwal,Sahiwal,Motor Cars/Jeeps/Station Wagons,4W1,10126
2016,Punjab,Sahiwal,Sahiwal,Motor Cars/Jeeps/Station Wagons,4W2,1787
2016,Punjab,Sahiwal,Sahiwal,Taxis,4WT,2934
2016,Punjab,Sahiwal,Sahiwal,Mini Buses/Buses/Flying/Luxury Coaches,BUS,1022
2016,Punjab,Sahiwal,Sahiwal,Trucks,HDV,1535
2016,Punjab,Sahiwal,Sahiwal,Pickups/Delivery Vans,LDV,2525
2016,Punjab,Sahiwal,Sahiwal,Tractors,NRV,55858
2016,Punjab,Sargodha,Sargodha,Motor Cycles/Scooters,2W,436407
2016,Punjab,Sargodha,Sargodha,Auto Rickshaws,3W,18339
2016,Punjab,Sargodha,Sargodha,Motor Cars/Jeeps/Station Wagons,4W1,11698
2016,Punjab,Sargodha,Sargodha,Motor Cars/Jeeps/Station Wagons,4W2,2064
2016,Punjab,Sargodha,Sargodha,Taxis,4WT,1712
2016,Punjab,Sargodha,Sargodha,Mini Buses/Buses/Flying/Luxury Coaches,BUS,2361
2016,Punjab,Sargodha,Sargodha,Trucks,HDV,1287
2016,Punjab,Sargodha,Sargodha,Pickups/Delivery Vans,LDV,4934
2016,Punjab,Sargodha,Sargodha,Tractors,NRV,33437
2016,Punjab,Lahore,Sheikhupura,Motor Cycles/Scooters,2W,44406
2016,Punjab,Lahore,Sheikhupura,Auto Rickshaws,3W,3495
2016,Punjab,Lahore,Sheikhupura,Motor Cars/Jeeps/Station Wagons,4W1,4032
2016,Punjab,Lahore,Sheikhupura,Motor Cars/Jeeps/Station Wagons,4W2,712
2016,Punjab,Lahore,Sheikhupura,Taxis,4WT,310
2016,Punjab,Lahore,Sheikhupura,Mini Buses/Buses/Flying/Luxury Coaches,BUS,949
2016,Punjab,Lahore,Sheikhupura,Trucks,HDV,763
2016,Punjab,Lahore,Sheikhupura,Pickups/Delivery Vans,LDV,625
2016,Punjab,Lahore,Sheikhupura,Tractors,NRV,27060
2016,Punjab,Gujranwala,Sialkot,Motor Cycles/Scooters,2W,565904
2016,Punjab,Gujranwala,Sialkot,Auto Rickshaws,3W,10711
2016,Punjab,Gujranwala,Sialkot,Motor Cars/Jeeps/Station Wagons,4W1,27302
2016,Punjab,Gujranwala,Sialkot,Motor Cars/Jeeps/Station Wagons,4W2,4818
2016,Punjab,Gujranwala,Sialkot,Taxis,4WT,581
2016,Punjab,Gujranwala,Sialkot,Mini Buses/Buses/Flying/Luxury Coaches,BUS,1278
2016,Punjab,Gujranwala,Sialkot,Trucks,HDV,520
2016,Punjab,Gujranwala,Sialkot,Pickups/Delivery Vans,LDV,8176
2016,Punjab,Gujranwala,Sialkot,Tractors,NRV,27011
2016,Punjab,Faisalabad,T.T.Singh,Motor Cycles/Scooters,2W,190926
2016,Punjab,Faisalabad,T.T.Singh,Auto Rickshaws,3W,2066
2016,Punjab,Faisalabad,T.T.Singh,Motor Cars/Jeeps/Station Wagons,4W1,1601
2016,Punjab,Faisalabad,T.T.Singh,Motor Cars/Jeeps/Station Wagons,4W2,283
2016,Punjab,Faisalabad,T.T.Singh,Taxis,4WT,108
2016,Punjab,Faisalabad,T.T.Singh,Mini Buses/Buses/Flying/Luxury Coaches,BUS,108
2016,Punjab,Faisalabad,T.T.Singh,Trucks,HDV,88
2016,Punjab,Faisalabad,T.T.Singh,Pickups/Delivery Vans,LDV,219
2016,Punjab,Faisalabad,T.T.Singh,Tractors,NRV,15384
2016,Punjab,Multan,Vehari,Motor Cycles/Scooters,2W,232800
2016,Punjab,Multan,Vehari,Auto Rickshaws,3W,195
2016,Punjab,Multan,Vehari,Motor Cars/Jeeps/Station Wagons,4W1,4205
2016,Punjab,Multan,Vehari,Motor Cars/Jeeps/Station Wagons,4W2,742
2016,Punjab,Multan,Vehari,Taxis,4WT,1006
2016,Punjab,Multan,Vehari,Mini Buses/Buses/Flying/Luxury Coaches,BUS,256
2016,Punjab,Multan,Vehari,Trucks,HDV,101
2016,Punjab,Multan,Vehari,Pickups/Delivery Vans,LDV,529
2016,Punjab,Multan,Vehari,Tractors,NRV,41235
2017,Punjab,Rawalpindi,Attock,Motor Cycles/Scooters,2W,109047
2017,Punjab,Rawalpindi,Attock,Auto Rickshaws,3W,20383
2017,Punjab,Rawalpindi,Attock,Motor Cars/Jeeps/Station Wagons,4W1,23704
2017,Punjab,Rawalpindi,Attock,Motor Cars/Jeeps/Station Wagons,4W2,4183
2017,Punjab,Rawalpindi,Attock,Taxis,4WT,1002
2017,Punjab,Rawalpindi,Attock,Mini Buses/Buses/Flying/Luxury Coaches,BUS,1532
2017,Punjab,Rawalpindi,Attock,Trucks,HDV,1139
2017,Punjab,Rawalpindi,Attock,Pickups/Delivery Vans,LDV,7028
2017,Punjab,Rawalpindi,Attock,Tractors,NRV,10339
2017,Punjab,Bahawalpur,Bahawalnagar,Motor Cycles/Scooters,2W,277477
2017,Punjab,Bahawalpur,Bahawalnagar,Auto Rickshaws,3W,444
2017,Punjab,Bahawalpur,Bahawalnagar,Motor Cars/Jeeps/Station Wagons,4W1,7106
2017,Punjab,Bahawalpur,Bahawalnagar,Motor Cars/Jeeps/Station Wagons,4W2,1254
2017,Punjab,Bahawalpur,Bahawalnagar,Taxis,4WT,1258
2017,Punjab,Bahawalpur,Bahawalnagar,Mini Buses/Buses/Flying/Luxury Coaches,BUS,630
2017,Punjab,Bahawalpur,Bahawalnagar,Trucks,HDV,799
2017,Punjab,Bahawalpur,Bahawalnagar,Pickups/Delivery Vans,LDV,2983
2017,Punjab,Bahawalpur,Bahawalnagar,Tractors,NRV,29812
2017,Punjab,Bahawalpur,Bahawalpur,Motor Cycles/Scooters,2W,461101
2017,Punjab,Bahawalpur,Bahawalpur,Auto Rickshaws,3W,7625
2017,Punjab,Bahawalpur,Bahawalpur,Motor Cars/Jeeps/Station Wagons,4W1,27393
2017,Punjab,Bahawalpur,Bahawalpur,Motor Cars/Jeeps/Station Wagons,4W2,4834
2017,Punjab,Bahawalpur,Bahawalpur,Taxis,4WT,2494
2017,Punjab,Bahawalpur,Bahawalpur,Mini Buses/Buses/Flying/Luxury Coaches,BUS,1750
2017,Punjab,Bahawalpur,Bahawalpur,Trucks,HDV,1561
2017,Punjab,Bahawalpur,Bahawalpur,Pickups/Delivery Vans,LDV,4877
2017,Punjab,Bahawalpur,Bahawalpur,Tractors,NRV,22961
2017,Punjab,Sargodha,Bhakkar,Motor Cycles/Scooters,2W,117395
2017,Punjab,Sargodha,Bhakkar,Auto Rickshaws,3W,22110
2017,Punjab,Sargodha,Bhakkar,Motor Cars/Jeeps/Station Wagons,4W1,3684
2017,Punjab,Sargodha,Bhakkar,Motor Cars/Jeeps/Station Wagons,4W2,650
2017,Punjab,Sargodha,Bhakkar,Taxis,4WT,455
2017,Punjab,Sargodha,Bhakkar,Mini Buses/Buses/Flying/Luxury Coaches,BUS,654
2017,Punjab,Sargodha,Bhakkar,Trucks,HDV,219
2017,Punjab,Sargodha,Bhakkar,Pickups/Delivery Vans,LDV,2175
2017,Punjab,Sargodha,Bhakkar,Tractors,NRV,8380
2017,Punjab,Rawalpindi,Chakwal,Motor Cycles/Scooters,2W,122434
2017,Punjab,Rawalpindi,Chakwal,Auto Rickshaws,3W,13476
2017,Punjab,Rawalpindi,Chakwal,Motor Cars/Jeeps/Station Wagons,4W1,8328
2017,Punjab,Rawalpindi,Chakwal,Motor Cars/Jeeps/Station Wagons,4W2,1470
2017,Punjab,Rawalpindi,Chakwal,Taxis,4WT,558
2017,Punjab,Rawalpindi,Chakwal,Mini Buses/Buses/Flying/Luxury Coaches,BUS,1157
2017,Punjab,Rawalpindi,Chakwal,Trucks,HDV,759
2017,Punjab,Rawalpindi,Chakwal,Pickups/Delivery Vans,LDV,4227
2017,Punjab,Rawalpindi,Chakwal,Tractors,NRV,7699
